category_id,state,title,type,naic_code,buyer,deadline,agency,contract_link,notice_id,purchasing_department,contact_office_name,contact_officer_number,contact_officer_email,keywords,special_category,description
 IT: Consulting and Project Management,MD,Upcoming: HUBZone Polycom Video Teleconferencing Systems Maintenance Renewal,Intelligence,,Department of Homeland Security,"Sep 17, 2022",Department of Homeland Security,https://apfs-cloud.dhs.gov/record/56126/public-print/,"F2021056126    		    		 ",Purchasing,,202-447-5478,david.dahler@uscis.dhs.gov,,Hub zone Set Asides,"This requirement is to renew the annual maintenance on the Polycom Video Teleconferencing Systems currently in use at USCIS.

 USCIS anticipates utilizing FirstSource III as the contract vehicle and will update the record once determined."
 IT: Consulting and Project Management,MD,Upcoming: HUBZone Opentext Documentum SW Maintenance Renewal,Intelligence,,Department of Homeland Security,"Sep 10, 2022",Department of Homeland Security,https://apfs-cloud.dhs.gov/record/56128/public-print/,"F2021056128    		    		 ",Purchasing,,202-447-5478,david.dahler@uscis.dhs.gov,,Hub zone Set Asides,"This requirement is to renew the annual maintenance on OpenText Documentum software currently in use at USCIS.

 USCIS anticipates utilizing FirstSource III as the contract vehicle and will update the record once determined."
 IT: Consulting and Project Management,MD,Upcoming: HUBZone Riverbed Hardware Maintenance Renewal,Intelligence,,Department of Homeland Security,Today ,Department of Homeland Security,https://apfs-cloud.dhs.gov/record/56130/public-print/,"F2021056130    		    		 ",Purchasing,,202-447-5478,david.dhaler@uscis.dhs.gov,,Hub zone Set Asides,"This requirement is to renew the annual maintenance on Riverbed Hardware currently in use at USCIS.

 USCIS anticipates utilizing FirstSource III as the contract vehicle and will update the record once determined."
 IT: Consulting and Project Management,MD,Upcoming: HUBZone JAMF Enterprise Mobility Management (EMM) SW Subscription Renewal,Intelligence,,Department of Homeland Security,"Sep 1, 2022",Department of Homeland Security,https://apfs-cloud.dhs.gov/record/56132/public-print/,"F2021056132    		    		 ",Purchasing,,202-447-5478,david.dahler@uscis.dhs.gov,,Hub zone Set Asides,"This requirement is to renew the annual subscription to JAMF EMM software and support currently in use at USCIS.

 USCIS anticipates utilizing FirstSource III as the contract vehicle and will revise the record once it is determiend."
 IT: Consulting and Project Management,MD,Upcoming: HUBZone Flexera SW Maintenance Renewal,Intelligence,,Department of Homeland Security,"Aug 17, 2022",Department of Homeland Security,https://apfs-cloud.dhs.gov/record/56134/public-print/,"F2021056134    		    		 ",Purchasing,,202-447-5478,david.dahler@uscis.dhs.gov,,Hub zone Set Asides,"This requirement is to renew the annual maintenance on Flexera software currently in use at USCIS.

 USCIS anticipates utilizing FirstSource III as the contract vehicle and will be updated once determined."
 IT: Consulting and Project Management,MD,Upcoming: HUBZone Oracle Software and Hardware maintenance,Intelligence,,Department of Homeland Security,"Jul 15, 2022",Department of Homeland Security,https://apfs-cloud.dhs.gov/record/56467/public-print/,"F2021056467    		    		 ",Purchasing,,202-447-5478,david.delmarr@uscis.dhs.gov,,Hub zone Set Asides,"The purpose of the requirement is for a vendor to provide authorized Oracle Software and Hardware maintenance for USCIS.  The anticipated award will cover maintenance such as technical support, product replacement, version updates and upgrades.

 The anticipated vehicle will be FirstSource III and the record will be updated once determined."
 IT: Consulting and Project Management,MD,Upcoming: HUBZone ServiceNow Software maintenance,Intelligence,,Department of Homeland Security,"Sep 10, 2022",Department of Homeland Security,https://apfs-cloud.dhs.gov/record/56468/public-print/,"F2021056468    		    		 ",Purchasing,,202-447-5478,david.delmarr@uscis.dhs.gov,,Hub zone Set Asides,"The purpose of the requirement is for a vendor to provide authorized ServiceNow Software maintenance for USCIS.  The anticipated award will cover maintenance such as technical support, product updates and upgrades.

 The anticipated vehicle is FirstSource III and the record will be revised once determined."
 IT: Consulting and Project Management,MD,Upcoming: HUBZone SwimLane License Maintenance,Intelligence,,Department of Homeland Security,"Sep 10, 2022",Department of Homeland Security,https://apfs-cloud.dhs.gov/record/56470/public-print/,"F2021056470    		    		 ",Purchasing,,202-447-5478,david.delmarr@uscis.dhs.gov,,Hub zone Set Asides,"The purpose of the requirement is for a vendor to provide authorized SwimLane Software maintenance for USCIS.  The anticipated award will cover maintenance such as technical support, product updates and upgrades.

 USCIS anticipates utilizing FirstSource III as the contract vehicle and will update the record once determined."
 IT: Consulting and Project Management,MD,Upcoming: HUBZone FireEye Software maintenance,Intelligence,,Department of Homeland Security,"Sep 15, 2022",Department of Homeland Security,https://apfs-cloud.dhs.gov/record/56475/public-print/,"F2021056475    		    		 ",Purchasing,,202-447-5478,david.delmarr@uscis.dhs.gov,,Hub zone Set Asides,"The purpose of the requirement is for a vendor to provide authorized FireEye Software maintenance for USCIS. The anticipated award will cover maintenance such as technical support, version updates and upgrades.

 USCIS anticipates utilizing FirstSource III as the contract vehicle and the record will be revised once determined."
 IT: Consulting and Project Management,MD,Upcoming: HUBZone ExaBeam License Maintenance,Intelligence,,Department of Homeland Security,"Sep 10, 2022",Department of Homeland Security,https://apfs-cloud.dhs.gov/record/56479/public-print/,"F2021056479    		    		 ",Purchasing,,202-447-5478,david.delmarr@uscis.dhs.gov,,Hub zone Set Asides,"The purpose of the requirement is for a vendor to provide authorized ExaBeam Software maintenance for USCIS.  The anticipated award will cover maintenance such as technical support, product updates and upgrades.

 USCIS anticipates utilizing FirstSource III as the contract vehicle and the record will be revised once determined."
 IT: Consulting and Project Management,MD,Upcoming: HUBZone Citirx License Maintenance,Intelligence,,Department of Homeland Security,"Sep 10, 2022",Department of Homeland Security,https://apfs-cloud.dhs.gov/record/56481/public-print/,"F2021056481    		    		 ",Purchasing,,202-447-5478,david.delmarr@uscis.dhs.gov,,Hub zone Set Asides,"The purpose of the requirement is for a vendor to provide authorized Citrix Software maintenance for USCIS.  The anticipated award will cover maintenance such as technical support, product updates and upgrades.

 USCIS anticipates utilizing FirstSource III as the contract vehicle and will update the record once determined."
 IT: Consulting and Project Management,MD,Upcoming: HUBZone Vault License Maintenance,Intelligence,,Department of Homeland Security,"Jul 1, 2022",Department of Homeland Security,https://apfs-cloud.dhs.gov/record/56483/public-print/,"F2021056483    		    		 ",Purchasing,,202-447-5478,david.delmarr@uscis.dhs.gov,,Hub zone Set Asides,"The purpose of the requirement is for a vendor to provide authorized Vault Software maintenance for USCIS.  The anticipated award will cover maintenance such as technical support, product replacement, version updates and upgrades.

 USCIS anticipates utilizing FirstSource III as the contract vehicle and the record will be updated once determined."
 IT: Consulting and Project Management,MD,Upcoming: HUBZone ForeScout License Maintenance,Intelligence,,Department of Homeland Security,"Sep 10, 2022",Department of Homeland Security,https://apfs-cloud.dhs.gov/record/56488/public-print/,"F2021056488    		    		 ",Purchasing,,202-447-5478,david.delmarr@uscis.dhs.gov,,Hub zone Set Asides,"The purpose of the requirement is for a vendor to provide authorized ForeScout Software maintenance for USCIS. The anticipated award will cover maintenance such as technical support, product replacement, version updates and upgrades.

 USCIS anticipates utilizing FirstSource III as the contract vehicle and the record will be updated once determined."
